GuideUID	TargetGene	Cell	Type	log2FC.D7	log2FC.D14
UID_061643	CDAN1	HAP1	SM	-0.451775694704401	-0.747576397673241
UID_061644	CDAN1	HAP1	SM	-0.608065183147105	-1.19502754901538
UID_061645	CDAN1	HAP1	SM	0.00933930312795793	-0.0571586772816815
UID_061646	CDAN1	HAP1	SM	-0.0481447993179421	-0.114981243945791
UID_061647	CDAN1	HAP1	SM	0.0560491653635693	0.0352632818839294
UID_061648	CDAN1	HAP1	SM	-0.00242685031191647	-0.13129005009084
UID_061649	CDAN1	HAP1	SM	-0.755428265152627	-1.42408921888428
UID_061650	CDAN1	HAP1	PM	-0.369190773338386	-0.916296569993071
UID_061651	CDAN1	HAP1	SM	0.131201935917921	-0.0157134088898343
UID_061652	CDAN1	HAP1	SM	-0.0240642054655844	-0.018481504077786
UID_061653	CDAN1	HAP1	SM	0.189111793529328	-0.0647575521775249
UID_061654	CDAN1	HAP1	SM	-0.226709660446067	-0.561213076341857
UID_061655	CDAN1	HAP1	SM	-0.209805240367952	-0.839564719748253
UID_061656	CDAN1	HAP1	SM	0.118776851629677	0.0174176426966244
UID_061657	CDAN1	HAP1	SM	-0.211488468892794	-0.320972000768177
UID_061658	CDAN1	HAP1	SM	0.127884788371341	0.0240845570046668
UID_061659	CDAN1	HAP1	SM	-0.0384214710071494	0.243603469947453
UID_061660	CDAN1	HAP1	SM	-0.798168130412381	-1.3745535538023
UID_061665	RANGAP1	HAP1	PM	-0.823387544399228	-1.37461813426418
UID_061666	RANGAP1	HAP1	SM	-0.0244204705099975	-0.140564088519239
UID_061667	RANGAP1	HAP1	SM	-0.227287455599333	-0.464518577996773
UID_061668	RANGAP1	HAP1	SM	-0.0504413546585686	0.0449365279860518
UID_061669	RANGAP1	HAP1	SM	-0.213539187289042	-0.29339516888918
UID_061670	RANGAP1	HAP1	SM	-0.47651640204038	-0.866438934657332
UID_061671	RANGAP1	HAP1	SM	-0.0877156555090328	-0.296520986516612
UID_061672	RANGAP1	HAP1	SM	-0.0466730029036027	-0.16023709476242
UID_061673	RANGAP1	HAP1	SM	-0.0109210843502481	0.049263862952556
UID_061674	RANGAP1	HAP1	SM	-0.175162793125127	-0.299501072485182
UID_061675	RANGAP1	HAP1	SM	-0.730323861980277	-1.26196853263597
UID_061676	RANGAP1	HAP1	PM	-0.0248531016088283	-0.127938552566013
UID_061677	RANGAP1	HAP1	SM	-0.154330006286509	-0.176901248253742
UID_061678	RANGAP1	HAP1	SM	-0.171990475950409	-0.0983498645141341
UID_061679	RANGAP1	HAP1	SM	-0.0489934339263231	-0.0520341278077072
UID_061680	RANGAP1	HAP1	SM	-0.148214606116073	-0.347073731786646
UID_061681	RANGAP1	HAP1	SM	-0.201923482597258	-0.549959705879511
UID_061682	RANGAP1	HAP1	SM	0.0287821021878527	0.00260855351188389
UID_061683	RANGAP1	HAP1	SM	-0.0260926428223191	-0.33259494565719
UID_061684	RANGAP1	HAP1	SM	-0.0398277966600311	-0.16593334055929
UID_061685	RANGAP1	HAP1	SM	0.0208171090871565	0.0236525822972822
UID_061686	RANGAP1	HAP1	SM	-0.174617939499923	-0.445095100465302
UID_061687	RANGAP1	HAP1	PM	0.00251080554580246	-0.0135529261150827
UID_061688	RANGAP1	HAP1	SM	0.0324751562462925	-0.0460724200581093
UID_061689	RANGAP1	HAP1	SM	0.0784399912514988	0.0564117223673209
UID_061690	RANGAP1	HAP1	SM	0.048641646914985	-0.0706510830475147
UID_061691	RANGAP1	HAP1	SM	0.112855586148598	-0.153314513783721
UID_061692	RANGAP1	HAP1	SM	0.13375093342472	0.0329177422707069
UID_061693	RANGAP1	HAP1	SM	0.0789081683817419	0.22630049004748
UID_061694	RANGAP1	HAP1	SM	-0.000784338657836408	0.0525822036273266
UID_061695	RANGAP1	HAP1	SM	0.0236881803950843	0.0606069605430946
UID_061696	RANGAP1	HAP1	SM	-0.0949836883168397	-0.147576285445211
UID_061697	RANGAP1	HAP1	SM	-0.140140988907387	-0.157089549238026
UID_061698	RANGAP1	HAP1	PM	-2.1207532971401	-2.6760835672826
UID_061699	RANGAP1	HAP1	SM	-0.071135957307304	-0.154858964620323
UID_061700	RANGAP1	HAP1	SM	-0.118459769502646	-0.532873307400719
UID_061701	RANGAP1	HAP1	SM	-1.23077114112268	-1.69019223133715
UID_061702	RANGAP1	HAP1	SM	-1.62013987344981	-2.4625909566311
UID_061703	RANGAP1	HAP1	SM	-2.46486974579047	-2.72746287455995
UID_061704	RANGAP1	HAP1	SM	-0.190090046639554	-0.230112600285931
UID_061705	RANGAP1	HAP1	SM	-0.842872640777418	-1.2785226803127
UID_061706	RANGAP1	HAP1	SM	-0.964986699236028	-1.44845387634864
UID_061707	RANGAP1	HAP1	SM	-2.74503777360462	-3.16163929893619
UID_061708	RANGAP1	HAP1	SM	-2.18810074970133	-2.94687432334648
UID_061713	SDAD1	HAP1	PM	-2.8860541368778	-3.15525204895527
UID_061714	SDAD1	HAP1	SM	0.144121971637577	0.0750306266600666
UID_061715	SDAD1	HAP1	SM	0.0865382249521163	-0.089114234015799
UID_061716	SDAD1	HAP1	SM	-0.340276863685128	-0.416411259636106
UID_061717	SDAD1	HAP1	SM	-2.13665929428146	-2.2412930921403
UID_061718	SDAD1	HAP1	SM	-2.86753470587525	-3.17525559680375
UID_061719	SDAD1	HAP1	SM	0.230225687613956	0.133643086569001
UID_061720	SDAD1	HAP1	SM	-0.107414204320509	-0.544195736264952
UID_061721	SDAD1	HAP1	SM	-0.695169734404673	-1.52362508638804
UID_061722	SDAD1	HAP1	SM	-0.9700958645249	-2.08976497820159
UID_061723	SDAD1	HAP1	SM	-3.19720977239655	-3.4579014361838
UID_061724	SDAD1	HAP1	PM	-3.06362207350874	-3.29009396559721
UID_061725	SDAD1	HAP1	SM	0.127476893737348	0.0401770927051724
UID_061726	SDAD1	HAP1	SM	-0.84717551672977	-1.62656792830534
UID_061727	SDAD1	HAP1	SM	-2.66988029511168	-3.42383817670834
UID_061728	SDAD1	HAP1	SM	-2.6352766751476	-3.28865428585644
UID_061729	SDAD1	HAP1	SM	-3.09537343841964	-3.65973707212518
UID_061730	SDAD1	HAP1	SM	-0.00164889141018162	0.0174992655996114
UID_061731	SDAD1	HAP1	SM	-0.577620174798355	-1.44728087597402
UID_061732	SDAD1	HAP1	SM	-2.11483040394263	-2.74392507657599
UID_061733	SDAD1	HAP1	SM	-2.2738543938066	-2.78176383247281
UID_061734	SDAD1	HAP1	SM	-2.56659876077602	-3.60670422004036
UID_061735	SDAD1	HAP1	PM	-2.74183448775266	-3.23375870797845
UID_061736	SDAD1	HAP1	SM	0.134348513299035	0.0774427965825865
UID_061737	SDAD1	HAP1	SM	-0.19285194236983	-0.445893076702301
UID_061738	SDAD1	HAP1	SM	-1.36411675429188	-2.84619483807256
UID_061739	SDAD1	HAP1	SM	-1.75270672994447	-2.57867772933256
UID_061740	SDAD1	HAP1	SM	-2.73222183006635	-3.8023287952568
UID_061741	SDAD1	HAP1	SM	0.0588086158754142	0.0330577122500318
UID_061742	SDAD1	HAP1	SM	-0.00609580504981366	-0.410884644985078
UID_061743	SDAD1	HAP1	SM	-0.172655994130826	-0.114233494252028
UID_061744	SDAD1	HAP1	SM	-0.905150123154111	-1.57519033700859
UID_061745	SDAD1	HAP1	SM	-1.95082256297637	-3.18180736012584
UID_061746	SDAD1	HAP1	PM	-2.98719775076911	-3.19060919583418
UID_061747	SDAD1	HAP1	SM	-0.137620828894412	-0.375738977189234
UID_061748	SDAD1	HAP1	SM	0.0586171950827939	-0.113348897084298
UID_061749	SDAD1	HAP1	SM	-0.655794772890353	-1.42498952148142
UID_061750	SDAD1	HAP1	SM	-2.50490132225769	-3.51299087278399
UID_061751	SDAD1	HAP1	SM	-2.20941843347973	-2.79786824756009
UID_061752	SDAD1	HAP1	SM	-0.0457079082696058	0.0188681279265413
UID_061753	SDAD1	HAP1	SM	0.0314595915395958	0.0321182177821098
UID_061754	SDAD1	HAP1	SM	-1.05399741884509	-1.9839902601151
UID_061755	SDAD1	HAP1	SM	-0.371982543839718	-0.982849675042228
UID_061756	SDAD1	HAP1	SM	-2.38777386424377	-3.05755745810478
UID_061761	IGBP1	HAP1	PM	-0.453528040493018	-0.835845329910357
UID_061762	IGBP1	HAP1	SM	-0.157713620387647	-0.0936757235094667
UID_061763	IGBP1	HAP1	SM	0.0845919277596381	0.318644864865604
UID_061764	IGBP1	HAP1	SM	-0.00317060921512522	-0.219511560831365
UID_061765	IGBP1	HAP1	SM	-0.00411528720416042	0.124944599305409
UID_061766	IGBP1	HAP1	SM	-0.204898793895742	-0.89351951515852
UID_061767	IGBP1	HAP1	SM	0.0589415724698638	-0.012918622381256
UID_061768	IGBP1	HAP1	SM	0.131741769830282	0.217918888878209
UID_061769	IGBP1	HAP1	SM	0.0469343856715524	-0.0938032332293664
UID_061770	IGBP1	HAP1	SM	-0.00250936362716751	-0.303146768656986
UID_061771	IGBP1	HAP1	SM	-0.291310832168252	-0.580538166011209
UID_061772	IGBP1	HAP1	PM	-3.04818553139406	-3.0888006023541
UID_061773	IGBP1	HAP1	SM	-0.120792773573892	-0.161281777001748
UID_061774	IGBP1	HAP1	SM	0.0469388315636625	-0.0172164753811821
UID_061775	IGBP1	HAP1	SM	-1.08603410841076	-1.67968066151636
UID_061776	IGBP1	HAP1	SM	-0.489717538397304	-1.15771744787351
UID_061777	IGBP1	HAP1	SM	-2.23651308922779	-3.43429806125546
UID_061778	IGBP1	HAP1	SM	0.0261956337137402	-0.00521878534200722
UID_061779	IGBP1	HAP1	SM	-0.0277453750522749	-0.495617996172793
UID_061780	IGBP1	HAP1	SM	-1.10262996835751	-1.63432070387295
UID_061781	IGBP1	HAP1	SM	-1.56759500145871	-2.36493727120519
UID_061782	IGBP1	HAP1	SM	-0.876488924190756	-1.40121003257263
UID_061783	IGBP1	HAP1	PM	-2.94716070369418	-3.04165885064445
UID_061784	IGBP1	HAP1	SM	0.136083775518379	0.0687402949823841
UID_061785	IGBP1	HAP1	SM	-0.538358726474976	-0.995561397042209
UID_061786	IGBP1	HAP1	SM	-1.34418935806147	-1.55806613351936
UID_061787	IGBP1	HAP1	SM	0.0993880054824229	-0.147631377666846
UID_061788	IGBP1	HAP1	SM	-2.83548492131817	-3.09255049512514
UID_061789	IGBP1	HAP1	SM	-0.000495920508291317	-0.0215172339778747
UID_061790	IGBP1	HAP1	SM	0.0516271421963348	0.082269073439474
UID_061791	IGBP1	HAP1	SM	-0.12438114402595	-0.00617293288797918
UID_061792	IGBP1	HAP1	SM	-2.1204243284849	-2.10450435346329
UID_061793	IGBP1	HAP1	SM	-1.93985800597257	-2.05940692764912
UID_061794	IGBP1	HAP1	PM	-2.5633459762426	-3.02600537092738
UID_061795	IGBP1	HAP1	SM	0.171490410485609	-0.0523356255455562
UID_061796	IGBP1	HAP1	SM	-0.0619810795609518	-0.0110978928081003
UID_061797	IGBP1	HAP1	SM	0.142095128102417	0.192100676754984
UID_061798	IGBP1	HAP1	SM	-1.20990751042359	-1.92057045331272
UID_061799	IGBP1	HAP1	SM	-1.85530481810768	-2.5287286874743
UID_061800	IGBP1	HAP1	SM	0.0639981154890261	-0.0137072350493002
UID_061801	IGBP1	HAP1	SM	-0.0359434005846689	-0.078696295483925
UID_061802	IGBP1	HAP1	SM	-0.149610678903437	-0.795533378837861
UID_061803	IGBP1	HAP1	SM	-0.217768902211586	0.0449972683287385
UID_061804	IGBP1	HAP1	SM	-2.68544601724116	-2.47354942033786
UID_061809	PSMD12	HAP1	PM	-3.00987664820144	-3.34337641265705
UID_061810	PSMD12	HAP1	SM	-0.194970010373347	-0.189277514383764
UID_061811	PSMD12	HAP1	SM	-0.166335452098033	-0.254622897029031
UID_061812	PSMD12	HAP1	SM	-0.016067926201999	-0.175892196732945
UID_061813	PSMD12	HAP1	SM	-0.180108183556238	-0.570720448891752
UID_061814	PSMD12	HAP1	SM	-1.75260022647168	-2.17368119220544
UID_061815	PSMD12	HAP1	SM	0.196187134762892	0.148569548560722
UID_061816	PSMD12	HAP1	SM	-0.35202605375979	-0.815121023596074
UID_061817	PSMD12	HAP1	SM	-0.350520771942736	-0.779928743465874
UID_061818	PSMD12	HAP1	SM	-1.2825435045118	-2.11888590798795
UID_061819	PSMD12	HAP1	SM	-2.36815122877241	-2.9442552569661
UID_061820	PSMD12	HAP1	PM	-4.26247527055288	-3.82654693787862
UID_061821	PSMD12	HAP1	SM	0.113228858478556	0.014614985513408
UID_061822	PSMD12	HAP1	SM	-1.25026952866329	-2.00647243708189
UID_061823	PSMD12	HAP1	SM	-1.64240982988857	-2.52153422103152
UID_061824	PSMD12	HAP1	SM	-1.90017614792485	-2.71570646896852
UID_061825	PSMD12	HAP1	SM	-2.70915654394495	-3.65063242483539
UID_061826	PSMD12	HAP1	SM	-0.131426020235308	0.0187502036587695
UID_061827	PSMD12	HAP1	SM	-0.34114868362909	-0.763683830628504
UID_061828	PSMD12	HAP1	SM	-1.89095097913691	-2.15709641847346
UID_061829	PSMD12	HAP1	SM	-1.39509118853243	-2.54892167759939
UID_061830	PSMD12	HAP1	SM	-4.13924536543207	-5.30320926782385
UID_061831	PSMD12	HAP1	PM	-2.04350305391736	-2.6928532741833
UID_061832	PSMD12	HAP1	SM	0.0300555062459439	-0.0214867707608825
UID_061833	PSMD12	HAP1	SM	-0.121565459555893	-0.354258625524403
UID_061834	PSMD12	HAP1	SM	0.13531551302093	0.00364233460465648
UID_061835	PSMD12	HAP1	SM	-0.242800186503942	-0.528699010133654
UID_061836	PSMD12	HAP1	SM	-1.37487056696001	-2.54556590927507
UID_061837	PSMD12	HAP1	SM	0.0581280500347935	0.129609011886216
UID_061838	PSMD12	HAP1	SM	-0.0222090782448357	-0.216748168971073
UID_061839	PSMD12	HAP1	SM	-0.0993352989934003	-0.0225683243287721
UID_061840	PSMD12	HAP1	SM	-1.03573230561422	-2.12503127306222
UID_061841	PSMD12	HAP1	SM	-1.47248891912077	-2.22594083164104
UID_061842	PSMD12	HAP1	PM	-2.04328398887566	-3.12269460986072
UID_061843	PSMD12	HAP1	SM	0.0250321447947287	-0.0520028654163429
UID_061844	PSMD12	HAP1	SM	0.0072456735876044	0.149867295548876
UID_061845	PSMD12	HAP1	SM	-0.0532995708219441	-0.10200684312963
UID_061846	PSMD12	HAP1	SM	-0.372878613320858	-1.00465503521501
UID_061847	PSMD12	HAP1	SM	-0.543574941269371	-1.25501283044478
UID_061848	PSMD12	HAP1	SM	-0.146880344180169	-0.0628736968304987
UID_061849	PSMD12	HAP1	SM	-0.0487178770955791	-0.613564190471372
UID_061850	PSMD12	HAP1	SM	-0.0940850572538941	-0.306806895593268
UID_061851	PSMD12	HAP1	SM	-0.285025988784253	-0.608814204710847
UID_061852	PSMD12	HAP1	SM	-1.88041662514488	-2.72662351877706
UID_061857	UTP23	HAP1	PM	-0.141394232417259	-0.276315465876661
UID_061858	UTP23	HAP1	SM	-0.0226265153119516	-0.0127050644742515
UID_061859	UTP23	HAP1	SM	0.0574674376452887	0.0359056085570636
UID_061860	UTP23	HAP1	SM	-0.0714044756487936	0.0416902254817316
UID_061861	UTP23	HAP1	SM	-0.133787540780689	-0.209263495971711
UID_061862	UTP23	HAP1	SM	-0.0122993517362483	-0.141041316337873
UID_061863	UTP23	HAP1	SM	0.0109612604047077	-0.134358364583483
UID_061864	UTP23	HAP1	SM	0.00588162449016077	-0.20387386198029
UID_061865	UTP23	HAP1	SM	-0.0604087750170287	-0.16404113879106
UID_061866	UTP23	HAP1	SM	-0.0144044585245215	-0.188611997271138
UID_061867	UTP23	HAP1	SM	-0.113764739708593	-0.0563619688991618
UID_061868	UTP23	HAP1	PM	-0.557325770667241	-1.18595992144686
UID_061869	UTP23	HAP1	SM	-0.0931240867744039	-0.0718777075585197
UID_061870	UTP23	HAP1	SM	-0.0421820185720074	-0.0752160550425772
UID_061871	UTP23	HAP1	SM	-0.305975127578672	-0.60117630545933
UID_061872	UTP23	HAP1	SM	-0.201925872402395	-0.343664937553035
UID_061873	UTP23	HAP1	SM	-0.356138319556434	-0.939630858344456
UID_061874	UTP23	HAP1	SM	0.159998905630608	0.0250427062594735
UID_061875	UTP23	HAP1	SM	-0.211866413926593	-0.375005323106428
UID_061876	UTP23	HAP1	SM	0.051968833559654	-0.112346888267441
UID_061877	UTP23	HAP1	SM	-0.198836409094607	-0.389182532278418
UID_061878	UTP23	HAP1	SM	-0.508488342871125	-1.00083189007637
UID_061879	UTP23	HAP1	PM	-0.120073456337488	-0.369193788363967
UID_061880	UTP23	HAP1	SM	-0.0213557456405034	-0.165840248680993
UID_061881	UTP23	HAP1	SM	-0.0497293462776298	-0.12369358956116
UID_061882	UTP23	HAP1	SM	-4.31294336661914e-05	-0.124849185632516
UID_061883	UTP23	HAP1	SM	-0.313156298486534	-0.442618124543308
UID_061884	UTP23	HAP1	SM	0.0406415709199139	-0.103904224405024
UID_061885	UTP23	HAP1	SM	-0.0673418725922847	-0.0982971974309237
UID_061886	UTP23	HAP1	SM	-0.142471794845258	-0.111060339402489
UID_061887	UTP23	HAP1	SM	0.0474180221845139	0.0284808093258374
UID_061888	UTP23	HAP1	SM	-0.0306291594048588	-0.232092933192849
UID_061889	UTP23	HAP1	SM	-0.0621561207757439	-0.401933130035013
UID_061890	UTP23	HAP1	PM	-0.0895694935233236	0.0308529116326206
UID_061891	UTP23	HAP1	SM	0.0252673279348965	-0.140995818305125
UID_061892	UTP23	HAP1	SM	0.0284265450525462	-0.05740690977345
UID_061893	UTP23	HAP1	SM	0.0455950803163582	0.146101344095661
UID_061894	UTP23	HAP1	SM	0.0774638800038658	0.102014907331896
UID_061895	UTP23	HAP1	SM	0.0882118479665707	0.290014071860104
UID_061896	UTP23	HAP1	SM	0.241194448123231	0.360491452798873
UID_061897	UTP23	HAP1	SM	-0.19692066170685	-0.206578003551368
UID_061898	UTP23	HAP1	SM	-0.043951598174735	0.115469899866875
UID_061899	UTP23	HAP1	SM	0.170648733188425	0.0723534966172313
UID_061900	UTP23	HAP1	SM	-0.157425510922344	-0.25840032961652
UID_061905	DYNLRB1	HAP1	PM	-0.343080118399059	-0.611327370339227
UID_061906	DYNLRB1	HAP1	SM	0.126825972852507	-0.0391024388449377
UID_061907	DYNLRB1	HAP1	SM	0.0383918740451126	-0.0328615107094836
UID_061908	DYNLRB1	HAP1	SM	-0.143284504434651	-0.173728571832492
UID_061909	DYNLRB1	HAP1	SM	-0.0255644850712612	-0.0499037837564815
UID_061911	DYNLRB1	HAP1	SM	0.0909434036658314	-0.101820258742649
UID_061912	DYNLRB1	HAP1	SM	0.128184879655889	0.00672578885911812
UID_061913	DYNLRB1	HAP1	SM	-0.125215367994406	-0.184138303957135
UID_061914	DYNLRB1	HAP1	SM	-0.130782509679088	-0.179886494578255
UID_061915	DYNLRB1	HAP1	SM	-0.148845283250141	-0.461631272784401
UID_061916	DYNLRB1	HAP1	PM	-0.240185178746128	-0.808531067000201
UID_061917	DYNLRB1	HAP1	SM	-0.0792418365872471	-0.032396834776752
UID_061918	DYNLRB1	HAP1	SM	0.0151991487157757	-0.082406181578227
UID_061919	DYNLRB1	HAP1	SM	-0.0484767757723844	-0.175674395944191
UID_061920	DYNLRB1	HAP1	SM	-0.0734532490536918	0.0342107352833307
UID_061921	DYNLRB1	HAP1	SM	-0.422447362947754	-0.94376889654214
UID_061922	DYNLRB1	HAP1	SM	0.0298004006312016	-0.0855401521381424
UID_061923	DYNLRB1	HAP1	SM	-0.0706166551514118	-0.046715664701097
UID_061924	DYNLRB1	HAP1	SM	0.00725731966072625	0.019140713519664
UID_061925	DYNLRB1	HAP1	SM	-0.0124697556579581	-0.255466449882513
UID_061926	DYNLRB1	HAP1	SM	-0.215849677962928	-0.768834405266761
UID_061927	DYNLRB1	HAP1	PM	-2.2770280406756	-2.79686751177594
UID_061928	DYNLRB1	HAP1	SM	0.0329309548838559	-0.140119964070968
UID_061929	DYNLRB1	HAP1	SM	-0.130694790638089	-0.132826123570908
UID_061930	DYNLRB1	HAP1	SM	-1.28158217036874	-2.04124694024422
UID_061931	DYNLRB1	HAP1	SM	-1.32269021938493	-2.24163416113718
UID_061932	DYNLRB1	HAP1	SM	-1.825749779173	-2.89073027165013
UID_061933	DYNLRB1	HAP1	SM	-0.00620693114139437	-0.0524956679779792
UID_061934	DYNLRB1	HAP1	SM	-0.287941864190338	-0.531911828935252
UID_061935	DYNLRB1	HAP1	SM	-0.627940030157385	-1.15490654244477
UID_061936	DYNLRB1	HAP1	SM	-0.81820361310516	-1.59948372995573
UID_061937	DYNLRB1	HAP1	SM	-1.15697002534537	-2.12537855210364
UID_061938	DYNLRB1	HAP1	PM	-0.502172454094197	-0.990183494299024
UID_061939	DYNLRB1	HAP1	SM	-0.119095703140451	-0.137524239814233
UID_061940	DYNLRB1	HAP1	SM	-0.38311983953505	-0.619662686307745
UID_061941	DYNLRB1	HAP1	SM	-0.0764082468209701	-0.188446762917867
UID_061942	DYNLRB1	HAP1	SM	-0.169145403117773	-0.485559977197156
UID_061943	DYNLRB1	HAP1	SM	-0.661282253282326	-1.12706424413605
UID_061944	DYNLRB1	HAP1	SM	-0.00810719941024287	-0.0713114379535251
UID_061945	DYNLRB1	HAP1	SM	-0.202889442914228	-0.0952143851706501
UID_061946	DYNLRB1	HAP1	SM	0.0573713858829691	-0.197797982216799
UID_061947	DYNLRB1	HAP1	SM	-0.0970240747608161	-0.339420662756453
UID_061948	DYNLRB1	HAP1	SM	-0.635990522267811	-1.11152434665278
UID_061953	TSG101	HAP1	PM	-0.29453668877588	-0.432923202051279
UID_061954	TSG101	HAP1	SM	0.131896867280407	0.0313226658098322
UID_061955	TSG101	HAP1	SM	0.0501978703819949	-0.123436870172464
UID_061956	TSG101	HAP1	SM	0.00987839748872949	-0.0535527287904802
UID_061957	TSG101	HAP1	SM	0.142516358231928	-0.0598510380539401
UID_061958	TSG101	HAP1	SM	-0.706395372727098	-1.18273019879485
UID_061959	TSG101	HAP1	SM	-0.0592361647296032	-0.139376244588874
UID_061960	TSG101	HAP1	SM	-0.0919684990472146	-0.16050115161232
UID_061961	TSG101	HAP1	SM	0.0367619746970609	-0.10429355564219
UID_061962	TSG101	HAP1	SM	-0.12331684884205	-0.171181454785893
UID_061963	TSG101	HAP1	SM	-0.241633380590757	-0.439351142826067
UID_061964	TSG101	HAP1	PM	-0.782632053575446	-1.08700848256867
UID_061965	TSG101	HAP1	SM	0.0931712537886367	0.179080650654115
UID_061966	TSG101	HAP1	SM	-0.0176694878828274	-0.143839811497882
UID_061967	TSG101	HAP1	SM	-0.00322964039971393	-0.00593478425913623
UID_061968	TSG101	HAP1	SM	0.112619520979567	-0.00239213707786102
UID_061969	TSG101	HAP1	SM	0.0801954431062041	-0.0321954901661036
UID_061970	TSG101	HAP1	SM	0.15952481965198	0.155165102515609
UID_061971	TSG101	HAP1	SM	-0.0211886231887708	-0.102916336182896
UID_061972	TSG101	HAP1	SM	0.162820363636281	0.0150457098049088
UID_061973	TSG101	HAP1	SM	-0.0748121897680355	0.00618885060966747
UID_061974	TSG101	HAP1	SM	-0.0378375281941391	-0.183001355280975
UID_061975	TSG101	HAP1	PM	-0.132936700973193	-0.0427840293766235
UID_061976	TSG101	HAP1	SM	0.00740429867744165	-0.0313337513907506
UID_061977	TSG101	HAP1	SM	0.117325628000626	0.0666486398291167
UID_061978	TSG101	HAP1	SM	0.0397937599131107	0.0942615170629778
UID_061979	TSG101	HAP1	SM	-0.0239754723282248	-0.0510625614763233
UID_061980	TSG101	HAP1	SM	-0.00691521318788126	-0.00683024485484766
UID_061981	TSG101	HAP1	SM	-0.0391203470016468	0.0104358672364164
UID_061982	TSG101	HAP1	SM	0.0710712372823536	0.173316012687467
UID_061983	TSG101	HAP1	SM	0.0358249994571878	0.051427876863848
UID_061984	TSG101	HAP1	SM	0.0974896486842887	-0.0511579779823132
UID_061985	TSG101	HAP1	SM	-0.117140746821201	-0.163086129616372
UID_061986	TSG101	HAP1	PM	-0.398931501656488	-0.473218942852064
UID_061987	TSG101	HAP1	SM	-0.00177882283475152	-0.284272658359007
UID_061988	TSG101	HAP1	SM	-0.069309381493038	-0.185150317906694
UID_061989	TSG101	HAP1	SM	-0.076998368210655	-0.114789346219874
UID_061990	TSG101	HAP1	SM	-0.181729151549294	-0.292870381503276
UID_061991	TSG101	HAP1	SM	-0.144712727009091	-0.119015532625805
UID_061992	TSG101	HAP1	SM	0.0505366186629261	-0.0844371513390723
UID_061993	TSG101	HAP1	SM	-0.000789472389650281	-0.241489572755074
UID_061994	TSG101	HAP1	SM	-0.0269184992441494	-0.229908906902453
UID_061995	TSG101	HAP1	SM	0.110928281210589	-0.0371051063667555
UID_061996	TSG101	HAP1	SM	-0.452333274728155	-0.827781622011572
UID_062001	SFPQ	HAP1	PM	-4.14409070503441	-4.16669902726909
UID_062002	SFPQ	HAP1	SM	-0.0432624930894078	-0.283776701221484
UID_062003	SFPQ	HAP1	SM	-2.38760746254967	-3.23457498880381
UID_062004	SFPQ	HAP1	SM	-3.92792074823981	-4.1601025927616
UID_062005	SFPQ	HAP1	SM	-3.38774511179933	-3.57017148752548
UID_062006	SFPQ	HAP1	SM	-3.88949927822725	-4.0991387816165
UID_062007	SFPQ	HAP1	SM	0.0434467993647807	-0.187274477078415
UID_062008	SFPQ	HAP1	SM	-3.43313850140442	-3.65132801619243
UID_062009	SFPQ	HAP1	SM	-2.9133251698499	-3.50513832282693
UID_062010	SFPQ	HAP1	SM	-3.9154098941439	-4.45022684435953
UID_062011	SFPQ	HAP1	SM	-3.57441423918754	-3.98809208146072
UID_062012	SFPQ	HAP1	PM	-4.38016741241696	-4.30994647078312
UID_062013	SFPQ	HAP1	SM	-0.35434235577513	-0.850141597156101
UID_062014	SFPQ	HAP1	SM	-2.26632335063938	-2.95727455019232
UID_062015	SFPQ	HAP1	SM	-4.32094407839595	-4.63742583111792
UID_062016	SFPQ	HAP1	SM	-4.5889436905563	-5.37805498085603
UID_062017	SFPQ	HAP1	SM	-3.42520860303351	-4.22026313782698
UID_062018	SFPQ	HAP1	SM	-0.40675843714039	-0.934172325151371
UID_062019	SFPQ	HAP1	SM	-3.42928657514055	-4.08142784030867
UID_062020	SFPQ	HAP1	SM	-3.28686933944368	-3.78715121101616
UID_062021	SFPQ	HAP1	SM	-4.31869249193941	-5.20851711234327
UID_062022	SFPQ	HAP1	SM	-3.07281576940272	-3.65330385799194
UID_062023	SFPQ	HAP1	PM	-4.10130015492443	-4.3079228465238
UID_062024	SFPQ	HAP1	SM	-0.127912081906742	-0.305872133487517
UID_062025	SFPQ	HAP1	SM	-0.452980189245531	-0.880048012518208
UID_062026	SFPQ	HAP1	SM	-2.59472438792919	-3.02045759658512
UID_062027	SFPQ	HAP1	SM	-3.5444450854743	-3.51445553925295
UID_062028	SFPQ	HAP1	SM	-3.66177382366807	-3.83004238400306
UID_062029	SFPQ	HAP1	SM	-0.291374103322084	-0.844871944956372
UID_062030	SFPQ	HAP1	SM	-3.73695337154705	-3.96241460128561
UID_062031	SFPQ	HAP1	SM	-2.75458177395845	-3.46439226662541
UID_062032	SFPQ	HAP1	SM	-3.26066519688981	-3.41771340144484
UID_062033	SFPQ	HAP1	SM	-4.75814313720027	-4.70653827414661
UID_062034	SFPQ	HAP1	PM	-3.71598754493165	-3.80595721234485
UID_062035	SFPQ	HAP1	SM	0.0129029441300232	-0.0741092018257437
UID_062036	SFPQ	HAP1	SM	-1.82145932097949	-2.76199774953599
UID_062037	SFPQ	HAP1	SM	-3.60580054513145	-4.66917357789181
UID_062038	SFPQ	HAP1	SM	-2.35933379597407	-3.56442499997551
UID_062039	SFPQ	HAP1	SM	-3.28298329034143	-3.93596057704374
