GuideUID	TargetGene	Cell	Type	log2FC.D7	log2FC.D14
UID_040228	DDX56	HAP1	SM	-0.104661755691155	-0.238556908388986
UID_040229	DDX56	HAP1	SM	-0.00658258790587741	-0.201512198490733
UID_040230	DDX56	HAP1	SM	0.107631459718851	-0.159803588490189
UID_040231	DDX56	HAP1	PM	-3.47792271441222	-3.94012197345585
UID_040232	DDX56	HAP1	SM	-0.048527264020692	-0.114014370998497
UID_040233	DDX56	HAP1	SM	-0.0169163687810742	-0.473627305779939
UID_040234	DDX56	HAP1	SM	-2.29799132812263	-3.90469747975799
UID_040235	DDX56	HAP1	SM	-1.94062758182942	-2.73816820644113
UID_040236	DDX56	HAP1	SM	-2.96070276542281	-3.39071045952432
UID_040237	DDX56	HAP1	SM	0.00623100927464436	-0.0525200031943796
UID_040238	DDX56	HAP1	SM	-0.0317587343350146	-0.116938601748395
UID_040239	DDX56	HAP1	SM	-0.996796819415802	-2.05948996251522
UID_040240	DDX56	HAP1	SM	-2.19556804333476	-3.24106196441324
UID_040241	DDX56	HAP1	SM	-3.35939288119623	-4.49881192438181
UID_040242	DDX56	HAP1	PM	-2.7299376149101	-3.45073796663458
UID_040243	DDX56	HAP1	SM	0.112697147720948	0.0304316770165062
UID_040244	DDX56	HAP1	SM	-0.0182861374052789	0.0348726080112186
UID_040245	DDX56	HAP1	SM	-0.0878520041959915	-0.0679368744924537
UID_040246	DDX56	HAP1	SM	0.0833449127506018	0.0933430249450353
UID_040247	DDX56	HAP1	SM	-1.6688855784203	-1.97818804828192
UID_040248	DDX56	HAP1	SM	0.000360426451499779	-0.071067700763715
UID_040249	DDX56	HAP1	SM	-0.0794928502922484	-0.145656128972855
UID_040250	DDX56	HAP1	SM	-0.242617222662002	-1.07399730530951
UID_040251	DDX56	HAP1	SM	-0.333782554652183	-1.0232981705405
UID_040252	DDX56	HAP1	SM	-2.78618579117059	-3.81692030446406
UID_040257	CCDC115	HAP1	PM	0.118449370478496	0.235221241552263
UID_040258	CCDC115	HAP1	SM	-0.109378686285206	-0.031772749916305
UID_040259	CCDC115	HAP1	SM	-0.0356141227920945	-0.155254995652956
UID_040260	CCDC115	HAP1	SM	0.0981321682735189	0.00412045856657532
UID_040261	CCDC115	HAP1	SM	-0.22264549400687	-0.228016381456534
UID_040262	CCDC115	HAP1	SM	-0.0456393591109417	-0.0471334216390434
UID_040263	CCDC115	HAP1	SM	0.011049698152109	-0.105166797098059
UID_040264	CCDC115	HAP1	SM	0.0330091556970514	0.0289820954133618
UID_040265	CCDC115	HAP1	SM	-0.170252810214059	-0.310949573722264
UID_040266	CCDC115	HAP1	SM	0.193434367739361	0.0451847484786837
UID_040267	CCDC115	HAP1	SM	-0.0485721653070459	0.0239348259564045
UID_040268	CCDC115	HAP1	PM	0.217234892955336	0.340227392318072
UID_040269	CCDC115	HAP1	SM	0.0281170584970135	0.117247654847733
UID_040270	CCDC115	HAP1	SM	0.19132176383913	0.144403429385024
UID_040271	CCDC115	HAP1	SM	0.074252643801367	0.067443536939133
UID_040272	CCDC115	HAP1	SM	0.067115188693615	-0.00560290817395069
UID_040273	CCDC115	HAP1	SM	-0.025065018319362	-0.0786435775048453
UID_040274	CCDC115	HAP1	SM	-0.0774382395580658	0.0230029775942625
UID_040275	CCDC115	HAP1	SM	0.187305970278323	0.108983964141486
UID_040276	CCDC115	HAP1	SM	0.110988071259926	0.148551790775474
UID_040277	CCDC115	HAP1	SM	-0.125659555623464	-0.0709261586256955
UID_040278	CCDC115	HAP1	SM	0.0816962925218894	-0.0101000408122155
UID_040279	CCDC115	HAP1	PM	-0.0105119350317261	0.0126170655318456
UID_040280	CCDC115	HAP1	SM	0.0612183574794506	0.171639932587026
UID_040281	CCDC115	HAP1	SM	-0.074695717482071	-0.060882492411416
UID_040282	CCDC115	HAP1	SM	-0.037969384583772	0.0390507930613006
UID_040283	CCDC115	HAP1	SM	0.12212279009561	0.0697866831438566
UID_040284	CCDC115	HAP1	SM	-0.0836555804858223	-0.131471015747262
UID_040285	CCDC115	HAP1	SM	0.149633552241007	0.0502153505255992
UID_040286	CCDC115	HAP1	SM	-0.0354813397187685	0.0952585788574476
UID_040287	CCDC115	HAP1	SM	0.128733462728346	0.193339008273714
UID_040288	CCDC115	HAP1	SM	0.0540698104891197	0.171162388682756
UID_040289	CCDC115	HAP1	SM	0.0364778216071178	-0.112226259900133
UID_040290	CCDC115	HAP1	PM	0.0949230890847153	0.00865110820976014
UID_040291	CCDC115	HAP1	SM	0.00889746196528589	-0.0348023718452794
UID_040292	CCDC115	HAP1	SM	-0.0872937944626264	-0.0863020893710571
UID_040293	CCDC115	HAP1	SM	-0.09691160248661	-0.121079228099095
UID_040294	CCDC115	HAP1	SM	-0.11327555809593	-0.0183915416190144
UID_040295	CCDC115	HAP1	SM	0.0669315720634997	-0.00433633692316578
UID_040296	CCDC115	HAP1	SM	-0.0786533034968266	-0.192833559977652
UID_040297	CCDC115	HAP1	SM	-0.145896735556026	-0.156885232451548
UID_040298	CCDC115	HAP1	SM	0.0846913519507253	0.0543324287722652
UID_040299	CCDC115	HAP1	SM	-0.134147424926494	-0.138651197986775
UID_040300	CCDC115	HAP1	SM	0.122489412178508	0.0957439491081676
UID_040305	PSMB7	HAP1	PM	-1.88880077557016	-1.92266822663877
UID_040306	PSMB7	HAP1	SM	0.0380207774467357	0.0635252600427031
UID_040307	PSMB7	HAP1	SM	-0.515737938266292	-0.517789559994355
UID_040308	PSMB7	HAP1	SM	0.0926154031149415	0.504818392661657
UID_040309	PSMB7	HAP1	SM	-1.00982574695562	-0.891250321790314
UID_040310	PSMB7	HAP1	SM	-1.43760123196015	-1.62309715921131
UID_040311	PSMB7	HAP1	SM	0.0502896736406166	-0.0275635906085896
UID_040312	PSMB7	HAP1	SM	0.134590731075187	0.422350030633121
UID_040313	PSMB7	HAP1	SM	-0.526433910934725	-0.462220823522585
UID_040314	PSMB7	HAP1	SM	-1.22144813927832	-1.58074844108007
UID_040315	PSMB7	HAP1	SM	-1.48148968008714	-1.63846447180974
UID_040316	PSMB7	HAP1	PM	-3.28596550103335	-2.26639703021273
UID_040317	PSMB7	HAP1	SM	0.187899042227646	0.173017834691312
UID_040318	PSMB7	HAP1	SM	-1.24550029225189	-1.45642861299076
UID_040319	PSMB7	HAP1	SM	-2.13052985679736	-2.35763840625143
UID_040320	PSMB7	HAP1	SM	-2.88098255983311	-3.06866702887484
UID_040321	PSMB7	HAP1	SM	-2.81360943894781	-2.66423306220243
UID_040322	PSMB7	HAP1	SM	0.00234529714999469	0.418085671867893
UID_040323	PSMB7	HAP1	SM	-1.73050895593787	-1.64475371132905
UID_040324	PSMB7	HAP1	SM	-2.87730097018266	-2.78541112387329
UID_040325	PSMB7	HAP1	SM	-2.48418486720271	-2.45229450318718
UID_040326	PSMB7	HAP1	SM	-3.19556437798774	-3.30245208464576
UID_040327	PSMB7	HAP1	PM	-3.17077138911154	-2.41602597778732
UID_040328	PSMB7	HAP1	SM	-0.263253018394027	-0.100002904208985
UID_040329	PSMB7	HAP1	SM	-1.90323328274633	-2.35361756435383
UID_040330	PSMB7	HAP1	SM	-2.00184832469821	-2.34382135480977
UID_040331	PSMB7	HAP1	SM	-3.36436339015714	-3.31118039536723
UID_040332	PSMB7	HAP1	SM	-3.11285166669102	-3.42554397986331
UID_040333	PSMB7	HAP1	SM	0.174749775508136	0.654500795376873
UID_040334	PSMB7	HAP1	SM	-2.6322781478724	-2.73017484707485
UID_040335	PSMB7	HAP1	SM	-2.47242952861283	-2.52031720382474
UID_040336	PSMB7	HAP1	SM	-3.40780073017103	-3.34738073473226
UID_040337	PSMB7	HAP1	SM	-3.05599053034015	-3.0000040916204
UID_040338	PSMB7	HAP1	PM	-2.41106945337938	-2.22365027688436
UID_040339	PSMB7	HAP1	SM	-0.0699744144334049	0.0206733722921364
UID_040340	PSMB7	HAP1	SM	0.247796910742758	0.675693135248866
UID_040341	PSMB7	HAP1	SM	-1.26146471144907	-1.24598460788724
UID_040342	PSMB7	HAP1	SM	-0.671936741860223	-0.532420399594207
UID_040343	PSMB7	HAP1	SM	-2.07049705461469	-1.85160999478379
UID_040344	PSMB7	HAP1	SM	0.0941062881089455	0.0853241479273314
UID_040345	PSMB7	HAP1	SM	0.0362325003620071	0.287750945437841
UID_040346	PSMB7	HAP1	SM	-0.10438093410925	0.0908938764410247
UID_040347	PSMB7	HAP1	SM	-1.53069530901607	-1.38611962292913
UID_040348	PSMB7	HAP1	SM	-1.46904055443427	-1.5010673445888
UID_040353	MRPS18B	HAP1	PM	-1.56849373517143	-2.49653337995648
UID_040354	MRPS18B	HAP1	SM	-0.138357264166884	-0.188063924070304
UID_040355	MRPS18B	HAP1	SM	0.0748572184485154	-0.105603315830513
UID_040356	MRPS18B	HAP1	SM	-0.312337339302746	-0.354850908549841
UID_040357	MRPS18B	HAP1	SM	-0.162706266266637	-0.194853433696605
UID_040358	MRPS18B	HAP1	SM	-0.602132155660432	-1.30018671579195
UID_040359	MRPS18B	HAP1	SM	-0.0430467113052262	-0.0287607456771857
UID_040360	MRPS18B	HAP1	SM	0.186059612432008	0.152583800220176
UID_040361	MRPS18B	HAP1	SM	-0.0331411753883107	0.0755413691317328
UID_040362	MRPS18B	HAP1	SM	-0.220324245806989	-0.386675423163649
UID_040363	MRPS18B	HAP1	SM	-1.01917894599396	-1.99316007262265
UID_040364	MRPS18B	HAP1	PM	-2.34926463645424	-2.34122033139802
UID_040365	MRPS18B	HAP1	SM	0.00486297706268068	-0.105778550660914
UID_040366	MRPS18B	HAP1	SM	-0.0121721677062736	-0.102237634825566
UID_040367	MRPS18B	HAP1	SM	-0.362674137366589	-0.687956817488936
UID_040368	MRPS18B	HAP1	SM	-0.447517451697515	-0.641142838999957
UID_040369	MRPS18B	HAP1	SM	-1.95832066464739	-2.85971247218048
UID_040370	MRPS18B	HAP1	SM	-0.078649018252495	-0.248027007680022
UID_040371	MRPS18B	HAP1	SM	-0.00356633924932489	-0.109356507506187
UID_040372	MRPS18B	HAP1	SM	-0.299996463711658	-0.182224749162053
UID_040373	MRPS18B	HAP1	SM	-2.39488418343027	-3.28006729902881
UID_040374	MRPS18B	HAP1	SM	-2.09065515031814	-2.84365277163517
UID_040375	MRPS18B	HAP1	PM	-0.543352137747833	-0.721630980507901
UID_040376	MRPS18B	HAP1	SM	-0.097710509988268	-0.187285555815389
UID_040377	MRPS18B	HAP1	SM	0.086881385471079	0.0103308582208453
UID_040378	MRPS18B	HAP1	SM	0.0493459765233852	0.0610500620641426
UID_040379	MRPS18B	HAP1	SM	-0.139950418930589	-0.249327953582583
UID_040380	MRPS18B	HAP1	SM	-0.188799600530077	-0.145432768753401
UID_040381	MRPS18B	HAP1	SM	0.000536102002602665	-0.114831164822119
UID_040382	MRPS18B	HAP1	SM	-0.144209492037747	-0.140185778557396
UID_040383	MRPS18B	HAP1	SM	-0.101908848894741	-0.162283461523079
UID_040384	MRPS18B	HAP1	SM	0.144093121606358	0.0443436197884216
UID_040385	MRPS18B	HAP1	SM	-0.0367958356603875	0.0769097593455304
UID_040386	MRPS18B	HAP1	PM	-0.390051790811287	-0.481796220768827
UID_040387	MRPS18B	HAP1	SM	0.0952452797882141	0.0595983566316743
UID_040388	MRPS18B	HAP1	SM	0.0464464128939715	0.00569029675412422
UID_040389	MRPS18B	HAP1	SM	0.12631260409303	0.055777830108809
UID_040390	MRPS18B	HAP1	SM	-0.175904837185702	-0.419732045275172
UID_040391	MRPS18B	HAP1	SM	-0.120303145342954	-0.273361818367208
UID_040392	MRPS18B	HAP1	SM	-0.100436707977722	-0.178787252061771
UID_040393	MRPS18B	HAP1	SM	-0.102197254943682	-0.0946347431847757
UID_040394	MRPS18B	HAP1	SM	-0.0906373998539838	-0.163091037126654
UID_040395	MRPS18B	HAP1	SM	-0.0892012193958954	-0.191484600058838
UID_040396	MRPS18B	HAP1	SM	-0.0476837431080463	-0.0429307132892171
UID_040401	GTF2H4	HAP1	PM	-1.81510622642467	-2.36735298587309
UID_040402	GTF2H4	HAP1	SM	0.0220576924935864	0.0215776700744945
UID_040403	GTF2H4	HAP1	SM	-0.131477716091744	-0.0679362508290372
UID_040404	GTF2H4	HAP1	SM	0.16369297430854	0.162603601914791
UID_040405	GTF2H4	HAP1	SM	-0.365189929200135	-0.840800892784084
UID_040406	GTF2H4	HAP1	SM	-0.918482863568342	-1.32885721295904
UID_040407	GTF2H4	HAP1	SM	0.136950782848611	0.122407091321962
UID_040408	GTF2H4	HAP1	SM	0.00244768141938628	0.12881437417619
UID_040409	GTF2H4	HAP1	SM	-0.548519606396133	-0.964233083862346
UID_040410	GTF2H4	HAP1	SM	-0.598057276865763	-1.05260030360378
UID_040411	GTF2H4	HAP1	SM	-0.967947688451081	-1.64392027403171
UID_040412	GTF2H4	HAP1	PM	-1.57362427243543	-1.68120573318669
UID_040413	GTF2H4	HAP1	SM	-0.106255697596888	-0.087366571743897
UID_040414	GTF2H4	HAP1	SM	-0.0600589568772555	0.184162497209556
UID_040415	GTF2H4	HAP1	SM	0.0144562186951077	0.0327683695332206
UID_040416	GTF2H4	HAP1	SM	-0.255576589151014	-0.844759657332702
UID_040417	GTF2H4	HAP1	SM	-0.710990180860582	-1.00360305925292
UID_040418	GTF2H4	HAP1	SM	0.0596363676336389	0.179509915316303
UID_040419	GTF2H4	HAP1	SM	-0.0557909182320064	-0.0743677979419437
UID_040420	GTF2H4	HAP1	SM	-0.031957286879495	-0.2068896721955
UID_040421	GTF2H4	HAP1	SM	-0.130686715871915	-0.287802896450379
UID_040422	GTF2H4	HAP1	SM	-0.956093899683043	-1.4901116075156
UID_040423	GTF2H4	HAP1	PM	-0.430820355439334	-0.94522752166195
UID_040424	GTF2H4	HAP1	SM	-0.121057194296686	-0.0562124946004796
UID_040425	GTF2H4	HAP1	SM	0.0374934595355542	0.0527082256842462
UID_040426	GTF2H4	HAP1	SM	0.0854455328222036	0.11032744523672
UID_040427	GTF2H4	HAP1	SM	0.059680314889493	0.0570074021312156
UID_040428	GTF2H4	HAP1	SM	-0.0372468911634934	-0.20332029193104
UID_040429	GTF2H4	HAP1	SM	0.0451271166572755	0.0502412663947393
UID_040430	GTF2H4	HAP1	SM	0.0535817864512613	0.0483703867105158
UID_040431	GTF2H4	HAP1	SM	0.122808472866832	0.0460619357696566
UID_040432	GTF2H4	HAP1	SM	-0.0790237941687135	0.0912562544881434
UID_040433	GTF2H4	HAP1	SM	-0.0277583903418921	-0.157554353097764
UID_040434	GTF2H4	HAP1	PM	-0.111631577115545	-0.207727806980248
UID_040435	GTF2H4	HAP1	SM	-0.092458000688331	-0.122611697414233
UID_040436	GTF2H4	HAP1	SM	0.0090904715952397	0.103513499074352
UID_040437	GTF2H4	HAP1	SM	-0.0505615019238163	0.0199890224391916
UID_040438	GTF2H4	HAP1	SM	0.140547576941988	0.00313047329226026
UID_040439	GTF2H4	HAP1	SM	-0.0653436554307038	-0.169489710756448
UID_040440	GTF2H4	HAP1	SM	0.0778815420811295	0.297652182242874
UID_040441	GTF2H4	HAP1	SM	0.0992792578080272	0.160466173955306
UID_040442	GTF2H4	HAP1	SM	0.00894131258982277	0.0758110602504622
UID_040443	GTF2H4	HAP1	SM	-0.0243761458950906	0.0348590300555623
UID_040444	GTF2H4	HAP1	SM	0.0709058019181829	-0.0662112536905771
UID_040449	ACTR2	HAP1	PM	-0.958061357260118	-2.14692501887953
UID_040450	ACTR2	HAP1	SM	0.00731934866051266	0.00963442819845888
UID_040451	ACTR2	HAP1	SM	-0.290753233255479	-0.29135600338434
UID_040452	ACTR2	HAP1	SM	-0.0929636972327391	-0.541349003162451
UID_040453	ACTR2	HAP1	SM	-0.589884633712747	-1.06243023180664
UID_040454	ACTR2	HAP1	SM	-0.0773591107023351	-0.60871924779375
UID_040455	ACTR2	HAP1	SM	-0.0376125784272314	-0.0498540463714465
UID_040456	ACTR2	HAP1	SM	-0.202660523593055	-0.451974246402986
UID_040457	ACTR2	HAP1	SM	-0.188287713352695	-0.365637465475529
UID_040458	ACTR2	HAP1	SM	-0.470657394021171	-0.795744429241301
UID_040459	ACTR2	HAP1	SM	-0.558345862463471	-1.05586611931112
UID_040460	ACTR2	HAP1	PM	-0.547215916697551	-0.787067565411676
UID_040461	ACTR2	HAP1	SM	-0.0639812508259061	0.108211337303498
UID_040462	ACTR2	HAP1	SM	-0.21755716044154	-0.448037828747918
UID_040463	ACTR2	HAP1	SM	-0.267044649465795	-0.618818574223123
UID_040464	ACTR2	HAP1	SM	-0.127197445856034	-0.525343749935292
UID_040465	ACTR2	HAP1	SM	0.0541004172242341	-0.209563386762812
UID_040466	ACTR2	HAP1	SM	-0.0843667380998508	-0.21851518074124
UID_040467	ACTR2	HAP1	SM	-0.0992818676040963	-0.110782117853307
UID_040468	ACTR2	HAP1	SM	-0.233303185717733	-0.501999521918052
UID_040469	ACTR2	HAP1	SM	-0.266594219415153	-0.394813815090971
UID_040470	ACTR2	HAP1	SM	-0.115686585371506	-0.174941082610518
UID_040471	ACTR2	HAP1	PM	-1.74021935198541	-2.9683303430452
UID_040472	ACTR2	HAP1	SM	-0.222122669861886	-0.234841948222013
UID_040473	ACTR2	HAP1	SM	-0.426939526294019	-1.18738274600768
UID_040474	ACTR2	HAP1	SM	-0.589274038128034	-1.25223967717256
UID_040475	ACTR2	HAP1	SM	-0.528709069429231	-1.45246584491742
UID_040476	ACTR2	HAP1	SM	-1.43315519808051	-3.06965888381358
UID_040477	ACTR2	HAP1	SM	-0.0347702070324571	-0.015569371081203
UID_040478	ACTR2	HAP1	SM	-0.319670976763155	-0.689992175229909
UID_040479	ACTR2	HAP1	SM	-0.597284108877244	-1.67034993765431
UID_040480	ACTR2	HAP1	SM	-1.16611707656227	-2.41337422849492
UID_040481	ACTR2	HAP1	SM	-1.31298914036971	-2.86037469017866
UID_040482	ACTR2	HAP1	PM	-0.816209093480206	-1.79503298276384
UID_040483	ACTR2	HAP1	SM	-0.108362281816502	-0.104547779643801
UID_040484	ACTR2	HAP1	SM	-0.175052500031691	-0.456408401920975
UID_040485	ACTR2	HAP1	SM	-0.693825573853011	-1.5845875645355
UID_040486	ACTR2	HAP1	SM	-0.06043038027229	-0.476584405892246
UID_040487	ACTR2	HAP1	SM	-0.372114582343665	-1.01522052184518
UID_040488	ACTR2	HAP1	SM	0.0752112119032663	0.173210931957849
UID_040489	ACTR2	HAP1	SM	0.00656433389469924	0.0697943316782879
UID_040490	ACTR2	HAP1	SM	-0.128578180980214	-0.469098262139289
UID_040491	ACTR2	HAP1	SM	-0.491823177479282	-0.979719032228592
UID_040492	ACTR2	HAP1	SM	-0.784662783559246	-1.91369691123454
UID_040497	PREB	HAP1	PM	-0.220869805146903	-0.371720111790882
UID_040498	PREB	HAP1	SM	-0.138930596073034	-0.0678223358878196
UID_040499	PREB	HAP1	SM	0.0234821715214703	-0.0270852330598537
UID_040500	PREB	HAP1	SM	-0.233827489616506	-0.196338706210321
UID_040501	PREB	HAP1	SM	0.102189146054049	-0.147657430475166
UID_040502	PREB	HAP1	SM	0.0447783473488799	0.0412623858377983
UID_040503	PREB	HAP1	SM	0.0117759276304441	0.0193902790773066
UID_040504	PREB	HAP1	SM	0.00507737893975936	-0.0395530133645968
UID_040505	PREB	HAP1	SM	0.114526320801565	0.0272983143188918
UID_040506	PREB	HAP1	SM	-0.0935546636875593	-0.26822424115004
UID_040507	PREB	HAP1	SM	-0.258852976927596	-0.41280946440937
UID_040508	PREB	HAP1	PM	0.110486075764131	0.0349996917939122
UID_040509	PREB	HAP1	SM	0.0427440864768896	-0.0746099433119741
UID_040510	PREB	HAP1	SM	0.165949314935503	0.128520119738981
UID_040511	PREB	HAP1	SM	0.147227451244619	0.265457362451667
UID_040512	PREB	HAP1	SM	-0.0538927907845192	-0.071926156185746
UID_040513	PREB	HAP1	SM	0.14441795885341	0.0432201377250512
UID_040514	PREB	HAP1	SM	0.0207788380542226	-0.161738533912757
UID_040515	PREB	HAP1	SM	-0.19766409591417	-0.119392862075063
UID_040516	PREB	HAP1	SM	-0.00303500273305141	-0.13677282029187
UID_040517	PREB	HAP1	SM	0.0704858883019487	-0.0360181878616002
UID_040518	PREB	HAP1	SM	0.0672324972474227	0.0707696728705899
UID_040519	PREB	HAP1	PM	-0.332534752432484	-0.887760186249372
UID_040520	PREB	HAP1	SM	-0.105824563890402	0.0677773468575641
UID_040521	PREB	HAP1	SM	-0.052006346168004	-0.262268047877288
UID_040522	PREB	HAP1	SM	-0.225665346564053	-0.352938694666072
UID_040523	PREB	HAP1	SM	0.0409493341055854	-0.0526942203307797
UID_040524	PREB	HAP1	SM	-0.199206105806849	-0.593339402561984
UID_040525	PREB	HAP1	SM	-0.0966146848673165	-0.19903383217014
UID_040526	PREB	HAP1	SM	-0.149990451917358	-0.183753127325747
UID_040527	PREB	HAP1	SM	-0.0553208683555517	-0.294641374879433
UID_040528	PREB	HAP1	SM	-0.0516867572221238	-0.0916855860226782
UID_040529	PREB	HAP1	SM	-0.126003778787621	-0.37847074692567
UID_040530	PREB	HAP1	PM	-1.38989407148844	-1.91132480048495
UID_040531	PREB	HAP1	SM	0.0751580618126311	0.0128848797029103
UID_040532	PREB	HAP1	SM	0.0189672142376964	0.0512236727633281
UID_040533	PREB	HAP1	SM	0.0899995999186107	0.0172833703194865
UID_040534	PREB	HAP1	SM	-0.0220529027412289	0.085612500084739
UID_040535	PREB	HAP1	SM	-0.820651755723654	-1.555813022488
UID_040536	PREB	HAP1	SM	0.136139477973065	0.135901970717743
UID_040537	PREB	HAP1	SM	0.115764848440345	-0.00804002249663765
UID_040538	PREB	HAP1	SM	0.0351534364910539	0.0587720575410555
UID_040539	PREB	HAP1	SM	0.144165108649473	0.232842900547622
UID_040540	PREB	HAP1	SM	-1.11415892276644	-1.82876119786014
UID_040545	KIF11	HAP1	PM	-4.13030253084813	-4.11165731772634
UID_040546	KIF11	HAP1	SM	0.0476271650896019	-0.0374593340625239
UID_040547	KIF11	HAP1	SM	-0.455327339794395	-0.922220303210047
UID_040548	KIF11	HAP1	SM	-2.51341772720256	-3.64446447211705
UID_040549	KIF11	HAP1	SM	-4.04281482783409	-3.03042903161192
UID_040550	KIF11	HAP1	SM	-4.07338342133724	-4.53800793140193
UID_040551	KIF11	HAP1	SM	-0.146903208321266	-0.262172126426458
UID_040552	KIF11	HAP1	SM	-0.211736996386042	-0.291383313916652
UID_040553	KIF11	HAP1	SM	-1.86536804217411	-2.19805622611346
UID_040554	KIF11	HAP1	SM	-1.99390713110761	-2.40279951552821
UID_040555	KIF11	HAP1	SM	-5.05407702161306	-5.05735021536198
UID_040556	KIF11	HAP1	PM	-0.682507262766146	-0.752177095203265
UID_040557	KIF11	HAP1	SM	0.174353678895085	0.0643781116449121
UID_040558	KIF11	HAP1	SM	0.0312042950363042	0.114226399722835
UID_040559	KIF11	HAP1	SM	0.0508071313230672	-0.0381276492348778
UID_040560	KIF11	HAP1	SM	-0.518932091194366	-0.857738134835769
UID_040561	KIF11	HAP1	SM	0.0161248009640465	-0.115759336992826
UID_040562	KIF11	HAP1	SM	0.0341307035630646	0.0841393256620921
UID_040563	KIF11	HAP1	SM	0.044975055559415	0.118282650725267
UID_040564	KIF11	HAP1	SM	-0.0171642700209654	-0.120429444449983
UID_040565	KIF11	HAP1	SM	-0.162004172900951	-0.434655687500865
UID_040566	KIF11	HAP1	SM	-0.249426768817548	-0.443445585469912
UID_040567	KIF11	HAP1	PM	-2.62433637151125	-2.44096645120407
UID_040568	KIF11	HAP1	SM	0.32453734756589	0.374503428165053
UID_040569	KIF11	HAP1	SM	0.0216652449505414	-0.0247717666259344
UID_040570	KIF11	HAP1	SM	-0.18153165689363	-0.345483788791467
UID_040571	KIF11	HAP1	SM	-1.78201927329823	-2.48687264095934
UID_040572	KIF11	HAP1	SM	-2.97306366739701	-3.61431873361331
UID_040573	KIF11	HAP1	SM	0.1608072437858	0.148088632562183
UID_040574	KIF11	HAP1	SM	-0.498198333303861	-0.882348267964726
UID_040575	KIF11	HAP1	SM	-1.97788101026977	-2.46002077189847
UID_040576	KIF11	HAP1	SM	-0.921556793106657	-1.21939284145434
UID_040577	KIF11	HAP1	SM	-2.71514128266393	-3.22790184935032
UID_040578	KIF11	HAP1	PM	-2.92397525250832	-3.04245767762161
UID_040579	KIF11	HAP1	SM	0.135239271715196	0.00368137029953228
UID_040580	KIF11	HAP1	SM	-0.195299859295069	-0.0846938894066027
UID_040581	KIF11	HAP1	SM	-0.930284755929789	-1.57441415764327
UID_040582	KIF11	HAP1	SM	-2.43406875041664	-2.43072229207432
UID_040583	KIF11	HAP1	SM	-3.08941403704007	-3.04071520198192
UID_040584	KIF11	HAP1	SM	-0.176719112750235	-0.231166802765586
UID_040585	KIF11	HAP1	SM	-0.742209204937789	-1.18388830659437
UID_040586	KIF11	HAP1	SM	-0.325103058840945	-0.737425277170253
UID_040587	KIF11	HAP1	SM	-2.20669791874267	-2.77904769272841
UID_040588	KIF11	HAP1	SM	-3.37977862718378	-3.59486652056579
UID_040593	DBR1	HAP1	PM	-0.719014789481994	-1.77486488506692
UID_040594	DBR1	HAP1	SM	-0.0659032899266917	0.00345497656352691
UID_040595	DBR1	HAP1	SM	0.0312755096590085	0.185283711404399
UID_040596	DBR1	HAP1	SM	0.0385104291460778	0.116324103162188
UID_040597	DBR1	HAP1	SM	-0.275161170008127	-0.745014486925249
UID_040598	DBR1	HAP1	SM	-0.29971348032701	-0.751384710352121
UID_040599	DBR1	HAP1	SM	-0.028808765943836	-0.249047777216114
UID_040600	DBR1	HAP1	SM	0.351974092427421	0.295496755669127
UID_040601	DBR1	HAP1	SM	-0.0780816819411709	-0.0447022444011328
UID_040602	DBR1	HAP1	SM	-0.179033650145294	-0.461034667828272
UID_040603	DBR1	HAP1	SM	-0.551182845790971	-1.10747392509856
UID_040604	DBR1	HAP1	PM	-0.797083898745658	-1.81804425400062
UID_040605	DBR1	HAP1	SM	0.0477716294018494	0.108190207050316
UID_040606	DBR1	HAP1	SM	-0.0364609995023808	-0.0997010113796505
UID_040607	DBR1	HAP1	SM	0.110339377256286	0.113838151546866
UID_040608	DBR1	HAP1	SM	-0.0136196002327088	-0.0240244007735105
UID_040609	DBR1	HAP1	SM	-0.710485796595595	-1.35615921008554
UID_040610	DBR1	HAP1	SM	0.15101792496698	0.0367340306672054
UID_040611	DBR1	HAP1	SM	0.0616270878061831	-0.0440420981665766
UID_040612	DBR1	HAP1	SM	-0.179262994023939	-0.0477150923741776
UID_040613	DBR1	HAP1	SM	-0.0254126456047769	-0.154049183785858
UID_040614	DBR1	HAP1	SM	0.131153985226894	-0.173133230605198
UID_040615	DBR1	HAP1	PM	-0.101589486730248	-0.114540802580249
UID_040616	DBR1	HAP1	SM	-0.125855551328945	0.0459108608145534
UID_040617	DBR1	HAP1	SM	-0.0869887051193668	-0.0326931406343887
UID_040618	DBR1	HAP1	SM	-0.0191654372120776	-0.0129434505710359
UID_040619	DBR1	HAP1	SM	-0.0723208786810115	0.123594384729001
UID_040620	DBR1	HAP1	SM	0.124950043461252	0.0459509016078121
UID_040621	DBR1	HAP1	SM	-0.0408492815437865	0.173573486133986
UID_040622	DBR1	HAP1	SM	0.0566642097890283	0.102375809535371
UID_040623	DBR1	HAP1	SM	-0.129879862775048	-0.0829487221662297
UID_040624	DBR1	HAP1	SM	0.0204681392234492	0.178094536170911
UID_040625	DBR1	HAP1	SM	0.0172929235830662	0.204250102696188
UID_040626	DBR1	HAP1	PM	-0.037839925408242	-0.0981530387579679
UID_040627	DBR1	HAP1	SM	0.0245552082535136	0.212037110579574
UID_040628	DBR1	HAP1	SM	0.187275487476126	0.139092494427127
UID_040629	DBR1	HAP1	SM	0.139360557710379	0.0437010345383508
